Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,129,882","35,152","65,724","1,883","161,551","9,227","902,607","16,478 (2%)","902,607",6%,"6,690,837","314,371"
spain,"242,988","3,349","24,824",281,"142,450","4,466","75,714","2,500 (3%)","75,714",10%,"1,528,833","73,527"
italy,"207,428","1,965","28,236",269,"78,249","2,304","100,943","1,578 (2%)","100,943",14%,"2,053,425","74,208"
united-kingdom,"178,566","6,206","27,579",741,856,31,"150,131","1,559 (1%)","150,131",15%,"1,023,824","121,919"
france,"167,346",168,"24,594",218,"50,212",736,"92,540","3,878 (4%)","92,540",15%,"1,100,228","375,654"
germany,"164,077","1,068","6,736",113,"126,900","3,400","30,441","2,189 (7%)","30,441",4%,"2,547,052",0
turkey,"122,392","2,188","3,258",84,"53,808","4,922","65,326","1,480 (2%)","65,326",3%,"1,075,048","41,431"
russia,"114,431","7,933","1,169",96,"13,220","1,601","100,042","2,300 (2%)","100,042",1%,"3,700,000","210,000"
iran,"95,646","1,006","6,091",63,"76,318","1,215","13,237","2,899 (22%)","13,237",6%,"475,023","11,728"
brazil,"92,109","6,729","6,410",509,"38,039","2,104","47,660","8,318 (17%)","47,660",7%,"339,552",0
china,"83,743",0,"4,634",0,"78,365",1,744,38 (5%),744,6%,0,0
canada,"56,282","1,908","3,536",233,"22,751","1,328","29,995",557 (2%),"29,995",6%,"832,222","43,939"
belgium,"49,032",513,"7,703",109,"11,892",316,"29,437",740 (3%),"29,437",16%,"253,198","15,235"
peru,"40,459","3,483","1,124",73,"11,129",724,"28,206",658 (2%),"28,206",3%,"342,498","24,246"
netherlands,"39,891",475,"4,895",98,81,2,"34,915",735 (2%),"34,915",12%,"225,899","6,155"
india,"37,257","2,395","1,223",69,"10,007",939,"26,027",0 (0%),"26,027",3%,"902,654","72,453"
switzerland,"29,705",119,"1,754",17,"23,900",500,"4,051",167 (4%),"4,051",6%,"271,500","5,300"
ecuador,"26,336","1,402","1,063",163,"1,913",355,"23,360",149 (1%),"23,360",4%,"71,950","2,896"
portugal,"25,351",306,"1,007",18,"1,647",128,"22,697",154 (1%),"22,697",4%,"409,961","14,190"
saudi-arabia,"24,097","1,344",169,7,"3,555",392,"20,373",117 (1%),"20,373",1%,"326,955","126,955"
sweden,"21,520",428,"2,653",67,"1,005",0,"17,862",531 (3%),"17,862",12%,"119,500",0
ireland,"20,833",221,"1,265",33,"13,386",0,"6,182",123 (2%),"6,182",6%,"153,954",0
mexico,"19,224","1,425","1,859",127,"11,423",0,"5,942",378 (6%),"5,942",10%,"81,912",0
pakistan,"18,092","1,619",417,56,"4,351",246,"13,324",111 (1%),"13,324",2%,"182,131","7,971"
singapore,"17,101",932,16,1,"1,268",24,"15,817",23 (0%),"15,817",0%,"143,919",0
chile,"17,008",985,234,7,"9,018",438,"7,756",392 (5%),"7,756",1%,"189,433","8,916"
israel,"16,101",155,225,3,"9,156",595,"6,720",103 (2%),"6,720",1%,"364,467",0
austria,"15,531",79,589,5,"13,110",203,"1,832",124 (7%),"1,832",4%,"264,079","7,680"
belarus,"14,917",890,93,4,"2,918",532,"11,906",92 (1%),"11,906",1%,"186,262","9,637"
qatar,"14,096",687,12,2,"1,436",64,"12,648",72 (1%),"12,648",0%,"97,726","3,226"
japan,"14,088",352,430,36,"2,460",561,"11,198",308 (3%),"11,198",3%,"165,609","5,063"
poland,"13,105",228,651,7,"3,491",255,"8,963",160 (2%),"8,963",5%,"354,628","16,601"
united-arab-emirates,"13,038",557,111,6,"2,543",114,"10,384",1 (0%),"10,384",1%,"1,200,000","78,000"
romania,"12,567",327,744,27,"4,328",311,"7,495",249 (3%),"7,495",6%,"183,688","8,314"
ukraine,"10,861",455,272,11,"1,413",175,"9,176",143 (2%),"9,176",3%,"118,545","6,686"
south-korea,"10,774",9,248,1,"9,072",13,"1,454",55 (4%),"1,454",2%,"623,069","3,188"
indonesia,"10,551",433,800,8,"1,591",69,"8,160",0 (0%),"8,160",8%,"102,305","7,706"
denmark,"9,498",153,460,8,"6,913",183,"2,125",61 (3%),"2,125",5%,"206,576","13,411"
serbia,"9,205",196,185,6,"1,379",36,"7,641",65 (1%),"7,641",2%,"91,551","5,906"
philippines,"8,772",284,579,11,"1,084",41,"7,109",31 (0%),"7,109",7%,"108,680","4,534"
bangladesh,"8,238",571,170,2,174,14,"7,894",1 (0%),"7,894",2%,"70,239","5,573"
norway,"7,783",45,210,0,32,0,"7,541",37 (0%),"7,541",3%,"172,586",0
czechia,"7,737",55,240,4,"3,372",58,"4,125",67 (2%),"4,125",3%,"249,634","7,546"
dominican-republic,"7,288",316,313,12,"1,387",86,"5,588",144 (3%),"5,588",4%,"25,368",0
colombia,"7,006",499,314,21,"1,551",112,"5,141",118 (2%),"5,141",4%,"104,657",0
australia,"6,767",14,93,0,"5,745",30,929,28 (3%),929,1%,"588,868","25,227"
panama,"6,532",154,188,10,576,49,"5,768",86 (1%),"5,768",3%,"30,749",912
malaysia,"6,071",69,103,1,"4,210",39,"1,758",37 (2%),"1,758",2%,"168,784","8,488"
south-africa,"5,951",304,116,13,"2,382",309,"3,453",36 (1%),"3,453",2%,"217,522","9,992"
egypt,"5,895",358,406,14,"1,460",79,"4,029",0 (0%),"4,029",7%,"90,000",0
finland,"5,051",56,218,7,"3,000",0,"1,833",49 (3%),"1,833",4%,"97,600","3,700"
morocco,"4,569",146,171,1,"1,083",99,"3,315",1 (0%),"3,315",4%,"37,006","2,165"
argentina,"4,532",104,225,7,"1,292",36,"3,015",157 (5%),"3,015",5%,"61,530","5,472"
kuwait,"4,377",353,30,4,"1,602",63,"2,745",70 (3%),"2,745",1%,"179,000",0
algeria,"4,154",148,453,3,"1,821",42,"1,880",22 (1%),"1,880",11%,"6,500",0
moldova,"3,980",83,122,6,"1,272",90,"2,586",237 (9%),"2,586",3%,"11,763",0
luxembourg,"3,802",18,92,2,"3,213",0,497,23 (5%),497,2%,"44,895","2,252"
kazakhstan,"3,597",195,25,0,922,56,"2,650",40 (2%),"2,650",1%,"268,534","19,007"
bahrain,"3,170",130,8,0,"1,555",55,"1,607",1 (0%),"1,607",0%,"134,082","4,388"
thailand,"2,960",6,54,0,"2,719",35,187,61 (33%),187,2%,"178,083",0
hungary,"2,863",88,323,11,609,28,"1,931",49 (3%),"1,931",11%,"76,331","3,380"
greece,"2,612",21,140,0,"1,374",0,"1,098",36 (3%),"1,098",5%,"77,251","2,081"
oman,"2,447",99,11,0,495,0,"1,941",17 (1%),"1,941",0%,"40,459",0
afghanistan,"2,335",164,68,4,310,50,"1,957",7 (0%),"1,957",3%,"10,593",571
nigeria,"2,170",238,68,10,351,32,"1,751",2 (0%),"1,751",3%,"15,759","2,931"
iraq,"2,153",68,94,1,"1,414",39,645,0 (0%),645,4%,"95,399","3,338"
armenia,"2,148",82,33,1,977,48,"1,138",10 (1%),"1,138",2%,"22,177","1,052"
